ID	Name	Definition	Synonyms	URI	is obsolete
OBI_0000655	blood specimen	a material entity derived from a portion of blood collected from an organism		http://purl.obolibrary.org/obo/OBI_0000655	false
OBI_0000659	specimen collection	a planned process with the objective of obtaining specimen.		http://purl.obolibrary.org/obo/OBI_0000659	false
OBI_0000678	portioning objective	is the objective to separate material into multiple portions, each of which contains a similar composition of the input material.		http://purl.obolibrary.org/obo/OBI_0000678	false
OBI_0000681	separation into different composition objective	is the objective to separate a material entity that has parts of different types, and end with at least one output that is a material with parts of fewer types (modulo impurities)		http://purl.obolibrary.org/obo/OBI_0000681	false
OBI_0000684	specimen creation objective	A specimen creation objective is to obtain a material entity for potential use as an input during an investigation		http://purl.obolibrary.org/obo/OBI_0000684	false
OBI_0000686	material combination objective	is an objective to obtain an output material that contains several input materials.		http://purl.obolibrary.org/obo/OBI_0000686	false
OBI_0000750	independent variable specification	a directive information entity that is part of a study design. Independent variables are entities whose values are selected to determine its relationship to an observed phenomenon (the dependent variable). In such an experiment, an attempt is made to find evidence that the values of the independent variable determine the values of the dependent variable (that which is being measured). The independent variable can be changed as required, and its values do not represent a problem requiring explanation in an analysis, but are taken simply as given. The dependent variable on the other hand, usually cannot be directly controlled		http://purl.obolibrary.org/obo/OBI_0000750	false
OBI_0000806	material maintenance objective	is the objective to maintain some or all of the qualities of a material over time.		http://purl.obolibrary.org/obo/OBI_0000806	false
OBI_0000810	informed consent process	A planned process in which subject is informed about key facts such as potential risks of a clinical trial both before deciding whether or not to participate, and throughout the study. 		http://purl.obolibrary.org/obo/OBI_0000810	false
OBI_0000832	measurement device	a processed material created to have the function to measure		http://purl.obolibrary.org/obo/OBI_0000832	false
OBI_0000833	objective_achieved_by	This relation obtains between a a objective specification and a planned process when the criteria specified in the objective specification are met at the end of the planned process.		http://purl.obolibrary.org/obo/OBI_0000833	false
OBI_0000836	test tube	A test tube is a device consisting of a glass or plastic tubing, open at the top, usually with a rounded U-shaped bottom which has the function to contain material	collection tube,sample tube	http://purl.obolibrary.org/obo/OBI_0000836	false
OBI_0000838	material maintenance	a process with that achieves the objective to maintain some or all of the characteristics of an input material over time		http://purl.obolibrary.org/obo/OBI_0000838	false
OBI_0000915	freezing storage	A process in which a material entity has it's temperature lowered to below the freezing point in order to bring it to a state in which it can be maintained at this lower temperature in order to preserve some of its qualities		http://purl.obolibrary.org/obo/OBI_0000915	false
OBI_0000922	frozen specimen	A specimen that has been frozen in order to store it.		http://purl.obolibrary.org/obo/OBI_0000922	false
OBI_0000927	lyophilization storage	a storage process with input material entity and output freeze dried material for long time storage		http://purl.obolibrary.org/obo/OBI_0000927	false
OBI_0000931	study intervention	the part of the execution of an intervention design study which is varied between two or more subjects in the study		http://purl.obolibrary.org/obo/OBI_0000931	false
OBI_0000932	material separation device	A device with a separation function realized in a planed process		http://purl.obolibrary.org/obo/OBI_0000932	false
OBI_0000950	paraffin specimen	a specimen that is output of a paraffin storage process in which specimen is embedded in paraffin		http://purl.obolibrary.org/obo/OBI_0000950	false
OBI_0000953	processed specimen	A specimen that has been intentionally physically modified.		http://purl.obolibrary.org/obo/OBI_0000953	false
OBI_0000965	lyophilized specimen	a specimen that is output of a lyophilization storage process in which specimen is lyophilized for storage.		http://purl.obolibrary.org/obo/OBI_0000965	false
OBI_0000967	container	A device that can be used to restrict the location of material entities over time		http://purl.obolibrary.org/obo/OBI_0000967	false
OBI_0000968	device	A device is a processed material which is designed to perform some function or functions	instrument	http://purl.obolibrary.org/obo/OBI_0000968	false
OBI_0000971	fresh specimen	a specimen that is output of a specimen creation process used for an investigation without storage.		http://purl.obolibrary.org/obo/OBI_0000971	false
OBI_0000977	paraffin storage	a storage process with input organism or anatomical entity and paraffin and output material embedded in paraffin for long term storage		http://purl.obolibrary.org/obo/OBI_0000977	false
OBI_0000981	agar stab specimen	a specimen that is output of a process that cell culture inoculated into agar for long term storage.		http://purl.obolibrary.org/obo/OBI_0000981	false
OBI_0001000	questionnaire	A document with a set of printed or written questions with a choice of answers, devised for the purposes of a survey or statistical study.		http://purl.obolibrary.org/obo/OBI_0001000	false
OBI_0001003	agar stab storage	a storage process with input cell culture and agar and output agar stab for long time storage		http://purl.obolibrary.org/obo/OBI_0001003	false
OBI_0001472	specimen with known storage state	A specimen for which it is known whether it has been subjected to storage of a specified type.		http://purl.obolibrary.org/obo/OBI_0001472	false
OBI_0001479	tissue specimen	A specimen that derives from an anatomical part or substance arising from an organism. Examples of tissue specimen include tissue, organ, physiological system, blood, or body location (arm).		http://purl.obolibrary.org/obo/OBI_0001479	false
OBI_0001755	selection criterion	a selection criterion is a directive information entity which defines and states a principle of standard by which selection process may take place.	selection rule	http://purl.obolibrary.org/obo/OBI_0001755	false
OBI_0100016	blood plasma specimen	a material entity which corresponds to the liquid component of blood, in which the blood cells are suspended.	plasma	http://purl.obolibrary.org/obo/OBI_0100016	false
OBI_0100017	blood serum specimen	A material entity which derives from blood and corresponds to blood plasma without fibrinogen or the other clotting factors.		http://purl.obolibrary.org/obo/OBI_0100017	false
OBI_0100026	organism	A material entity that is an individual living system, such as animal, plant, bacteria or virus, that is capable of replicating or reproducing, growth and maintenance in the right environment. An organism may be unicellular or made up, like humans, of many billions of cells divided into specialized tissues and organs.		http://purl.obolibrary.org/obo/OBI_0100026	false
OBI_0100051	specimen	A material entity that has the specimen role.		http://purl.obolibrary.org/obo/OBI_0100051	false
OBI_0100060	cell culture	a cell culture is a material entity consisting of a population of cells that is maintained in vitro		http://purl.obolibrary.org/obo/OBI_0100060	false
OBI_0300311	observation design	observation design is a study design in which subjects are monitored in the absence of any active intervention by experimentalists.		http://purl.obolibrary.org/obo/OBI_0300311	false
OBI_0302716	pool of specimens	A pool of specimens is a mixture of a population of samples which have been gathered from one or more sample populations, obtained by the physical process of mixing individual specimens, e.g.  mixing the DNA collected from the individual fish.		http://purl.obolibrary.org/obo/OBI_0302716	false
OBI_0302874	edited document	A document which is the output of a document editing process		http://purl.obolibrary.org/obo/OBI_0302874	false
OBI_0302885	filtration	filtration is a process which separates components suspended in a fluid based on granularity properties relying on a filter device		http://purl.obolibrary.org/obo/OBI_0302885	false
OBI_0302886	centrifugation	centrifugation is a process separating molecules by size or density using centrifugal forces generated by a spinning rotor. G-forces of several hundred thousand times gravity are generated in ultracentrifugation		http://purl.obolibrary.org/obo/OBI_0302886	false
OBI_0302893	storage	A maintenance process by which material entities that are not actively metabolizing are placed in well identified location and possibly under controlled environment in ad-hoc devices/structures in order to preserve and protect them from decay/alteration and maintain availability		http://purl.obolibrary.org/obo/OBI_0302893	false
OBI_0302908	document editing	is a planned process with specified input original document and specified output edited document		http://purl.obolibrary.org/obo/OBI_0302908	false
OBI_0400106	centrifuge			http://purl.obolibrary.org/obo/OBI_0400106	false
OBI_0500000	study design	A study design is a plan specification comprised of protocols (which may specify how and what kinds of data will be gathered) that are executed as part of an investigation and is realized during a study design execution.	experimental design	http://purl.obolibrary.org/obo/OBI_0500000	false
OBI_0500026	eligibility criterion	an eligibility criterion (rule) is_a selection criterion which  defines and states the requirements (positive or negative) for an entity to be considered as suitable for a given task or participation in a process. 	eligibility rule	http://purl.obolibrary.org/obo/OBI_0500026	false
OBI_0600004	human subject enrollment	A planned process with the objective to obtain a population of human subjects to participate in an investigation by determining eligibility of subjects and obtaining informed consent from the person (or designated legal guardian of the person) 		http://purl.obolibrary.org/obo/OBI_0600004	false
OBI_0600005	collecting specimen from organism	a process with the objective to obtain a material entity that was part of an organism for potential future use in an investigation		http://purl.obolibrary.org/obo/OBI_0600005	false
OBI_0600014	material component separation	a material processing in which components of an input material become segregated in space		http://purl.obolibrary.org/obo/OBI_0600014	false
OBI_0600016	pooling specimens	physical combination of several instances of like material	sample pooling	http://purl.obolibrary.org/obo/OBI_0600016	false
OBI_0600018	material portioning	a material processing in which the input substance is partitioned into a number of portions that are similar in composition.	aliquoting,apportioning	http://purl.obolibrary.org/obo/OBI_0600018	false
OBI_0600036	establishing cell culture	establishing a cell culture is a process which results in creating an in vitro environment in which cells are sustained from input material containing cells. input: cell-containing material, output cell culture, part of cell culturing. Cells are originally plated at a certain concentration referred to as seeding density.		http://purl.obolibrary.org/obo/OBI_0600036	false
OBI_0600052	dialysis	a protocol application that uses diffusion through a semi-permeable membrane to separate an input material into two fractions of different composition		http://purl.obolibrary.org/obo/OBI_0600052	false
OGMS_0000015	clinical history	A series of statements representing health-relevant qualities of a patient and of a patient's family.		http://purl.obolibrary.org/obo/OGMS_0000015	false
OGMS_0000023	phenotype	A (combination of) quality(ies) of an organism determined by the interaction of its genetic make-up and environment that differentiates specific instances of a species from other instances of the same species.		http://purl.obolibrary.org/obo/OGMS_0000023	false
PATO_0000047	biological sex	An organismal quality inhering in a bearer by virtue of the bearer's ability to undergo sexual reproduction in order to differentiate the individuals or types involved.		http://purl.obolibrary.org/obo/PATO_0000047	false
PATO_0000117	size	A morphology quality inhering in a bearer by virtue of the bearer's physical magnitude.		http://purl.obolibrary.org/obo/PATO_0000117	false
PATO_0000119	height	A 1-D extent quality inhering in a bearer by virtue of the bearer's vertical dimension of extension.		http://purl.obolibrary.org/obo/PATO_0000119	false
PATO_0000128	weight	A physical quality inhering in a bearer that has mass near a gravitational body.		http://purl.obolibrary.org/obo/PATO_0000128	false
PATO_0000918	volume	A 3-D extent quality inhering in a bearer by virtue of the bearer's amount of 3-dimensional space it occupies.		http://purl.obolibrary.org/obo/PATO_0000918	false
PATO_0001018	physical quality	A quality of a physical entity that exists through action of continuants at the physical level of organisation in relation to other entities.		http://purl.obolibrary.org/obo/PATO_0001018	false
PATO_0001241	physical object quality	A quality which inheres in a continuant.		http://purl.obolibrary.org/obo/PATO_0001241	false
PATO_0001985	frozen	A quality inhering in a bearer by virtue of the bearer's being kept below its freezing point.		http://purl.obolibrary.org/obo/PATO_0001985	false
RO_0001000	derives from			http://purl.obolibrary.org/obo/RO_0001000	false
UBERON_0000178	blood	Circulating body substance which consists of blood plasma and hemoglobin-carrying red blood cells. Excludes blood analogues (see UBERON:0000179 haemolymphatic fluid).		http://purl.obolibrary.org/obo/UBERON_0000178	false
UO_0000003	time unit	A unit which is a standard measure of the dimension in which events occur in sequence.		http://purl.obolibrary.org/obo/UO_0000003	false
class_0138	pipe tobacco			http://purl.obolibrary.org/obo/biobank.owl/class_0138	false
class_0139	tobacco			http://purl.obolibrary.org/obo/biobank.owl/class_0139	false
class_0140	tobacco material		tobacco product	http://purl.obolibrary.org/obo/biobank.owl/class_0140	false
http://purl.obolibrary.org/obo/cl#lacks_part	lacks_part			http://purl.obolibrary.org/obo/cl#lacks_part	false
http://vivoweb.org/ontology/core#Laboratory	Laboratory	An organizational unit (as opposed to the physical facility) that performs research, provides services, or processes materials		http://vivoweb.org/ontology/core#Laboratory	false
http://vivoweb.org/ontology/core#Laboratory	Laboratory	An organizational unit (as opposed to the physical facility) that performs research, provides services, or processes materials		http://vivoweb.org/ontology/core#Laboratory	false
EFO_0004318	smoking behavior		smoking	http://www.ebi.ac.uk/efo/EFO_0004318	false
EFO_0004774	chewing tobacco behavior			http://www.ebi.ac.uk/efo/EFO_0004774	false
http://www.w3.org/2002/07/owl#Thing	Thing			http://www.w3.org/2002/07/owl#Thing	false
http://www.w3.org/2002/07/owl#topObjectProperty	topObjectProperty			http://www.w3.org/2002/07/owl#topObjectProperty	false
subClassOf	is a			rdfs:subClassOf	false
